USERID,FULL_NAME,GENDER,RACE,AGE,PROVINCE,CHANNEL2,RECORDDATE2,CONVERTED_DATETIME,SA_TIME,TIME_ONLY,DAY_NAME,MONTH_NAME,DURATION2,AGE_CLASSIFICATION
4168,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4169,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4172,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4174,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4184,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4185,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4188,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4192,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4217,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4239,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4267,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4309,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4313,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4320,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4335,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4344,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4357,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4363,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4372,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4380,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4411,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4418,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4421,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4433,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4457,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4463,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4481,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4489,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4502,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4525,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4532,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4538,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4549,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4553,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4588,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4606,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4615,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4705,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4708,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4718,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4728,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4729,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4732,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4746,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4753,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4768,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4774,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4778,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4794,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4886,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
4927,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5002,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5008,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5014,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5032,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5034,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5045,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5055,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5080,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5085,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5090,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5105,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5107,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5117,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5126,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5127,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5129,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5133,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5148,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5157,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5162,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5169,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5178,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5228,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5229,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5232,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5241,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5244,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5276,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5277,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5286,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5297,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5339,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5341,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5357,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5365,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5432,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5433,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5445,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5452,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5453,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5499,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5503,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5504,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5505,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5509,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5519,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5531,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5551,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5587,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5588,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5599,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5601,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5606,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5608,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5633,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5678,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5684,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5732,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5737,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5752,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5771,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5773,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5792,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5801,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5825,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5861,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5870,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5872,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5879,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5883,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5902,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5930,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5941,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5946,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5955,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5987,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5991,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
5997,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6008,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6010,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6013,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6022,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6045,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6075,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6082,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6087,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6115,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6145,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6157,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6161,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6166,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6167,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6188,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6199,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6211,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6220,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6224,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6238,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6239,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6244,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6254,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6255,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6277,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6299,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6300,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6306,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6307,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6327,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6334,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6359,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6401,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6430,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6480,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6490,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6517,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6548,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
6552,None None,None,None,0,None,None,No DateTime,,,,,,00:00:00.000,Out of Range
9194,Shane� Mina,male,coloured,36,Western Cape,DStv Events 1,2016/01/19 18:55,2016-01-19 18:55:00.000,2016-01-19 20:55:00.000,18:55:00.000,Tue,Jan,00:00:45.000,Mature Adult
11883,None None,None,None,0,None,DStv Events 1,2016/01/08 06:12,2016-01-08 06:12:00.000,2016-01-08 08:12:00.000,06:12:00.000,Fri,Jan,00:01:55.000,Out of Range
18031,Lillie� Langenfeld,female,black,37,Gauteng,Supersport Live Events,2016/01/28 18:49,2016-01-28 18:49:00.000,2016-01-28 20:49:00.000,18:49:00.000,Thu,Jan,00:00:42.000,Mature Adult
18031,Lillie� Langenfeld,female,black,37,Gauteng,CNN,2016/01/06 23:00,2016-01-06 23:00:00.000,2016-01-07 01:00:00.000,23:00:00.000,Wed,Jan,00:24:51.000,Mature Adult
18072,Art� Creager,male,white,37,Western Cape,Cartoon Network,2016/01/16 17:09,2016-01-16 17:09:00.000,2016-01-16 19:09:00.000,17:09:00.000,Sat,Jan,00:04:02.000,Mature Adult
18136,Stephen� Sytsma,male,coloured,35,Gauteng,Cartoon Network,2016/01/22 10:26,2016-01-22 10:26:00.000,2016-01-22 12:26:00.000,10:26:00.000,Fri,Jan,00:00:18.000,Mature Adult
20315,None None,None,None,0,None,E! Entertainment,2016/03/30 18:07,2016-03-30 18:07:00.000,2016-03-30 20:07:00.000,18:07:00.000,Wed,Mar,00:05:28.000,Out of Range
23925,Art� Pool,male,black,43,Kwazulu Natal,DStv Events 1,2016/01/02 07:18,2016-01-02 07:18:00.000,2016-01-02 09:18:00.000,07:18:00.000,Sat,Jan,00:01:35.000,Mature Adult
24110,Adela� Vital,female,black,38,Eastern Cape,Africa Magic,2016/01/26 15:02,2016-01-26 15:02:00.000,2016-01-26 17:02:00.000,15:02:00.000,Tue,Jan,00:01:39.000,Mature Adult
27318,None None,None,None,0,None,ICC Cricket World Cup 2011,2016/03/26 18:48,2016-03-26 18:48:00.000,2016-03-26 20:48:00.000,18:48:00.000,Sat,Mar,00:02:00.000,Out of Range
28115,Valentine� Sieren,male,black,44,Limpopo,SuperSport Blitz,2016/01/30 05:18,2016-01-30 05:18:00.000,2016-01-30 07:18:00.000,05:18:00.000,Sat,Jan,00:01:16.000,Mature Adult
28240,Michel� Deblois,male,None,40,Gauteng,Cartoon Network,2016/03/20 15:30,2016-03-20 15:30:00.000,2016-03-20 17:30:00.000,15:30:00.000,Sun,Mar,00:00:47.000,Mature Adult
28363,Lloyd� Reisinger,male,black,37,Gauteng,Supersport Live Events,2016/01/31 17:18,2016-01-31 17:18:00.000,2016-01-31 19:18:00.000,17:18:00.000,Sun,Jan,00:00:00.000,Mature Adult
31162,None None,None,None,0,None,Supersport Live Events,2016/03/19 17:19,2016-03-19 17:19:00.000,2016-03-19 19:19:00.000,17:19:00.000,Sat,Mar,00:09:36.000,Out of Range
32180,Lloyd� Paradis,male,black,54,North West,Africa Magic,2016/01/31 13:48,2016-01-31 13:48:00.000,2016-01-31 15:48:00.000,13:48:00.000,Sun,Jan,00:00:00.000,Middle Aged
33103,Kip� Nicholls,male,coloured,26,Gauteng,E! Entertainment,2016/01/06 03:41,2016-01-06 03:41:00.000,2016-01-06 05:41:00.000,03:41:00.000,Wed,Jan,00:03:08.000,Adult
33773,None None,None,None,0,None,ICC Cricket World Cup 2011,2016/03/12 08:50,2016-03-12 08:50:00.000,2016-03-12 10:50:00.000,08:50:00.000,Sat,Mar,00:00:08.000,Out of Range
34346,None None,None,None,0,None,SuperSport Blitz,2016/02/03 09:37,2016-02-03 09:37:00.000,2016-02-03 11:37:00.000,09:37:00.000,Wed,Feb,00:00:00.000,Out of Range
36057,Efren� Styer,male,black,50,Eastern Cape,Africa Magic,2016/03/29 09:11,2016-03-29 09:11:00.000,2016-03-29 11:11:00.000,09:11:00.000,Tue,Mar,00:04:00.000,Middle Aged
39353,None None,None,None,0,None,Trace TV,2016/01/05 01:54,2016-01-05 01:54:00.000,2016-01-05 03:54:00.000,01:54:00.000,Tue,Jan,00:03:30.000,Out of Range
42284,Wilton� Bilyeu,male,coloured,36,Northern Cape,MK,2016/01/16 21:07,2016-01-16 21:07:00.000,2016-01-16 23:07:00.000,21:07:00.000,Sat,Jan,00:01:39.000,Mature Adult
45769,None None,None,None,0,None,ICC Cricket World Cup 2011,2016/03/12 11:28,2016-03-12 11:28:00.000,2016-03-12 13:28:00.000,11:28:00.000,Sat,Mar,00:01:44.000,Out of Range
50671,Romeo� Restivo,male,indian_asian,51,Kwazulu Natal,Cartoon Network,2016/03/27 20:31,2016-03-27 20:31:00.000,2016-03-27 22:31:00.000,20:31:00.000,Sun,Mar,00:00:00.000,Middle Aged
51888,Katharina� Condie,female,black,24,Mpumalanga,SawSee,2016/01/06 07:02,2016-01-06 07:02:00.000,2016-01-06 09:02:00.000,07:02:00.000,Wed,Jan,00:00:47.000,Young Adult
51888,Katharina� Condie,female,black,24,Mpumalanga,Cartoon Network,2016/01/08 06:05,2016-01-08 06:05:00.000,2016-01-08 08:05:00.000,06:05:00.000,Fri,Jan,00:00:34.000,Young Adult
56067,Eli� Shkreli,male,black,26,Kwazulu Natal,CNN,2016/01/22 16:02,2016-01-22 16:02:00.000,2016-01-22 18:02:00.000,16:02:00.000,Fri,Jan,00:00:22.000,Adult
56830,None None,None,None,0,None,E! Entertainment,2016/01/03 03:46,2016-01-03 03:46:00.000,2016-01-03 05:46:00.000,03:46:00.000,Sun,Jan,00:20:10.000,Out of Range
56830,None None,None,None,0,None,Channel O,2016/01/01 13:33,2016-01-01 13:33:00.000,2016-01-01 15:33:00.000,13:33:00.000,Fri,Jan,00:00:33.000,Out of Range
56830,None None,None,None,0,None,CNN,2016/01/01 17:03,2016-01-01 17:03:00.000,2016-01-01 19:03:00.000,17:03:00.000,Fri,Jan,00:03:16.000,Out of Range
58907,None None,None,None,0,None,Cartoon Network,2016/01/09 08:01,2016-01-09 08:01:00.000,2016-01-09 10:01:00.000,08:01:00.000,Sat,Jan,00:01:23.000,Out of Range
60711,Bernardo� Gettys,male,black,22,Gauteng,Channel O,2016/01/04 07:02,2016-01-04 07:02:00.000,2016-01-04 09:02:00.000,07:02:00.000,Mon,Jan,00:00:30.000,Young Adult
61198,None None,None,None,0,None,Trace TV,2016/01/11 17:42,2016-01-11 17:42:00.000,2016-01-11 19:42:00.000,17:42:00.000,Mon,Jan,00:00:39.000,Out of Range
61198,None None,None,None,0,None,Trace TV,2016/01/11 17:48,2016-01-11 17:48:00.000,2016-01-11 19:48:00.000,17:48:00.000,Mon,Jan,00:16:18.000,Out of Range
63454,None None,None,None,0,None,CNN,2016/01/04 04:10,2016-01-04 04:10:00.000,2016-01-04 06:10:00.000,04:10:00.000,Mon,Jan,00:13:20.000,Out of Range
65180,None None,None,None,0,None,Africa Magic,2016/01/22 09:35,2016-01-22 09:35:00.000,2016-01-22 11:35:00.000,09:35:00.000,Fri,Jan,00:00:17.000,Out of Range
65192,None None,None,None,0,None,Supersport Live Events,2016/01/20 00:17,2016-01-20 00:17:00.000,2016-01-20 02:17:00.000,00:17:00.000,Wed,Jan,00:01:48.000,Out of Range
65192,None None,None,None,0,None,DStv Events 1,2016/01/20 00:05,2016-01-20 00:05:00.000,2016-01-20 02:05:00.000,00:05:00.000,Wed,Jan,00:00:45.000,Out of Range
